Day,Gross PnL,Commission,Net PnL,Turnover,Cumulative PnL
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,300.7500000000002,2.139195,298.61080500000025,21391.95,298.61080500000025
63,-303.37999999999914,7.060360999999999,-310.44036099999914,70603.61,-11.829555999998888
64,51.20000000000067,8.914037000000002,42.28596300000067,89140.37,30.456407000001782
65,582.3499999999999,11.149396000000001,571.2006039999999,111493.95999999999,601.6570110000017
66,-258.4299999999988,10.057983,-268.4879829999988,100579.83,333.1690280000029
67,-409.7899999999986,9.625026,-419.4150259999986,96250.26,-86.24599799999567
68,-582.6899999999998,8.910653,-591.6006529999999,89106.53,-677.8466509999955
69,283.300000000001,6.9375480000000005,276.362452000001,69375.48,-401.48419899999453
70,669.6799999999979,8.564784000000001,661.1152159999979,85647.84,259.63101700000334
71,92.8299999999993,11.109841000000001,81.7201589999993,111098.41,341.3511760000026
72,-1282.6799999999948,11.107992,-1293.7879919999948,111079.92,-952.4368159999922
73,-604.6200000000033,8.919122999999999,-613.5391230000033,89191.22999999998,-1565.9759389999954
74,242.6999999999993,8.442865,234.2571349999993,84428.65,-1331.718803999996
75,-356.55999999999653,10.772587000000001,-367.3325869999965,107725.87000000001,-1699.0513909999925
76,277.06999999999834,10.291977000000003,266.77802299999837,102919.77000000002,-1432.2733679999942
77,-984.1600000000016,12.737102,-996.8971020000016,127371.02,-2429.170469999996
78,327.7300000000025,12.870092000000003,314.8599080000025,128700.92,-2114.3105619999933
79,-1120.499999999999,13.195723000000001,-1133.6957229999991,131957.23,-3248.006284999992
80,-242.2399999999996,10.628120000000001,-252.8681199999996,106281.2,-3500.874404999992
81,-83.8800000000002,11.751432000000001,-95.63143200000019,117514.31999999999,-3596.505836999992
82,-455.4799999999991,14.362775999999998,-469.8427759999991,143627.76,-4066.348612999991
83,-611.7600000000007,11.563679999999998,-623.3236800000006,115636.8,-4689.672292999991
84,463.04000000000065,10.274134,452.76586600000064,102741.33999999998,-4236.906426999991
85,466.8000000000036,13.112972000000001,453.6870280000036,131129.72,-3783.2193989999873
86,-1056.950000000001,13.210097,-1070.1600970000009,132100.97,-4853.379495999989
87,-102.09999999999972,10.089443000000001,-112.18944299999973,100894.43,-4965.568938999988
88,-1044.75,12.661032,-1057.411032,126610.31999999999,-6022.979970999988
89,-303.779999999996,13.710194,-317.490193999996,137101.94,-6340.470164999984
90,-841.3400000000022,13.025552999999999,-854.3655530000021,130255.53000000001,-7194.835717999987
91,-785.9100000000008,11.251918,-797.1619180000008,112519.18,-7991.997635999987
92,212.94999999999945,11.708943000000001,201.24105699999944,117089.43,-7790.756578999988
93,513.2700000000018,13.927952999999999,499.3420470000018,139279.53,-7291.414531999986
94,510.64000000000016,14.060816,496.57918400000017,140608.16000000003,-6794.835347999986
95,-9.52000000000163,16.398073,-25.91807300000163,163980.72999999998,-6820.753420999988
96,1105.9200000000014,15.106112999999999,1090.8138870000014,151061.13,-5729.939533999986
97,-666.4899999999957,14.725277000000002,-681.2152769999957,147252.77,-6411.154810999982
98,-586.1400000000018,13.534783,-599.6747830000018,135347.83,-7010.829593999984
99,1059.9300000000026,14.629376,1045.3006240000025,146293.76,-5965.528969999982
100,-96.21000000000069,15.128924999999999,-111.33892500000069,151289.25,-6076.867894999983
101,-69.25000000000159,15.209838000000001,-84.4598380000016,152098.37999999998,-6161.327732999985
102,585.6900000000002,15.393020999999997,570.2969790000002,153930.21,-5591.030753999985
103,-286.6799999999995,15.956264000000001,-302.63626399999947,159562.63999999996,-5893.667017999985
104,881.2099999999982,14.798246,866.4117539999983,147982.46000000002,-5027.255263999987
105,144.52000000000436,17.661014,126.85898600000436,176610.14,-4900.396277999982
106,71.51000000000164,17.302169,54.20783100000164,173021.69,-4846.18844699998
107,776.9099999999988,19.237332,757.6726679999988,192373.32,-4088.5157789999816
108,230.6699999999972,19.442579000000006,211.2274209999972,194425.79,-3877.2883579999843
109,-185.65000000000137,22.251321,-207.90132100000136,222513.21000000005,-4085.1896789999855
110,60.45999999999839,18.273218000000004,42.18678199999839,182732.18000000002,-4043.002896999987
111,1546.590000000002,16.293376000000002,1530.2966240000019,162933.76,-2512.7062729999852
112,347.649999999998,18.752399000000004,328.89760099999796,187523.99,-2183.8086719999874
113,1327.0299999999993,14.945717000000002,1312.0842829999992,149457.17,-871.7243889999882
114,-367.71000000000214,17.124282000000004,-384.83428200000213,171242.82,-1256.5586709999902
115,-880.4000000000051,13.243087,-893.643087000005,132430.86999999997,-2150.201757999995
116,-291.489999999995,16.79789,-308.287889999995,167978.9,-2458.48964799999
117,451.6099999999998,16.772216,434.8377839999998,167722.16,-2023.6518639999904
118,294.850000000004,14.781722,280.068278000004,147817.22,-1743.5835859999863
119,-115.75000000000176,18.794837,-134.54483700000176,187948.37000000002,-1878.128422999988
120,-131.13999999999987,17.454132000000005,-148.5941319999999,174541.31999999998,-2026.722554999988
121,-435.55000000000064,17.903883000000004,-453.45388300000064,179038.83,-2480.1764379999886
122,-1924.0100000000007,11.441391999999999,-1935.4513920000006,114413.91999999998,-4415.627829999989
123,-564.7099999999957,11.887543999999998,-576.5975439999958,118875.43999999999,-4992.225373999985
124,259.9599999999989,16.175436,243.7845639999989,161754.36000000002,-4748.440809999986
125,19.550000000000864,16.344885,3.2051150000008626,163448.85,-4745.235694999986
126,-161.55999999999779,12.795054000000002,-174.35505399999778,127950.54000000001,-4919.590748999984
127,-863.8700000000033,12.740509000000001,-876.6105090000033,127405.09,-5796.201257999986
128,-236.10999999999865,13.609602,-249.71960199999864,136096.02,-6045.920859999985
129,-481.9899999999982,14.902604,-496.8926039999982,149026.03999999998,-6542.813463999983
130,706.8800000000012,15.489226,691.3907740000012,154892.26,-5851.422689999981
131,594.7899999999966,17.185281000000003,577.6047189999965,171852.80999999997,-5273.817970999985
132,-475.1599999999959,15.475157000000001,-490.6351569999959,154751.57,-5764.453127999981
133,916.0699999999988,11.341193,904.7288069999988,113411.93,-4859.724320999982
134,745.1700000000001,12.649385,732.520615,126493.84999999998,-4127.203705999982
135,313.63999999999896,12.921937,300.71806299999895,129219.37000000001,-3826.485642999983
136,1906.0400000000025,12.795758,1893.2442420000025,127957.58000000002,-1933.2414009999807
137,-22.259999999999877,13.562851000000002,-35.82285099999988,135628.51,-1969.0642519999806
138,866.049999999999,12.571636000000002,853.478363999999,125716.36,-1115.5858879999814
139,-961.9399999999985,16.317135,-978.2571349999985,163171.35000000003,-2093.84302299998
140,171.97999999999416,17.462217000000006,154.51778299999415,174622.17,-1939.3252399999858
141,404.9199999999997,15.249071,389.67092899999966,152490.71000000002,-1549.6543109999861
142,886.5299999999995,14.817486000000002,871.7125139999995,148174.86,-677.9417969999867
143,975.6399999999993,16.056619,959.5833809999993,160566.19,281.6415840000127
144,1114.340000000004,15.820741,1098.519259000004,158207.41000000003,1380.1608430000167
145,217.23999999999933,18.030729,199.20927099999932,180307.29,1579.370114000016
146,-147.27000000000095,15.440019000000001,-162.71001900000095,154400.19,1416.660095000015
147,-318.9800000000021,13.556128000000001,-332.5361280000021,135561.28,1084.1239670000127
148,-168.45999999999808,15.475927000000002,-183.9359269999981,154759.27000000002,900.1880400000147
149,-351.0199999999992,14.32024,-365.3402399999992,143202.40000000002,534.8478000000155
150,692.0799999999991,12.811028000000002,679.2689719999992,128110.28,1214.1167720000146
151,-121.01999999999714,15.570424000000001,-136.59042399999714,155704.24000000002,1077.5263480000176
152,199.30999999999764,14.223302000000002,185.08669799999765,142233.02,1262.6130460000152
153,-1017.2199999999992,11.803015000000004,-1029.0230149999993,118030.15,233.59003100001587
154,-347.5600000000002,11.980228,-359.5402280000002,119802.28,-125.95019699998431
155,-470.2199999999998,11.960609000000002,-482.1806089999998,119606.09,-608.1308059999841
156,-342.24999999999744,14.399035000000001,-356.64903499999747,143990.35,-964.7798409999816
157,-533.079999999997,14.650075,-547.730074999997,146500.74999999997,-1512.5099159999786
158,144.65999999999906,14.957333000000002,129.70266699999905,149573.33000000002,-1382.8072489999795
159,-1081.6100000000017,17.719394000000005,-1099.3293940000017,177193.94,-2482.136642999981
160,1008.8800000000005,10.246167999999999,998.6338320000004,102461.68,-1483.5028109999807
161,-984.1399999999958,15.761549000000002,-999.9015489999958,157615.49000000002,-2483.404359999977
162,-336.19000000000403,12.90196,-349.091960000004,129019.6,-2832.4963199999806
163,33.249999999995936,16.380564,16.869435999995936,163805.63999999998,-2815.626883999985
164,785.3300000000014,12.536033,772.7939670000014,125360.32999999999,-2042.8329169999834
165,416.49999999999994,14.000715999999999,402.49928399999993,140007.16,-1640.3336329999834
166,617.3099999999997,13.113228,604.1967719999997,131132.28,-1036.1368609999836
167,369.3300000000014,12.168982999999999,357.1610170000014,121689.82999999999,-678.9758439999822
168,-220.25000000000085,12.608887000000001,-232.85888700000086,126088.87000000001,-911.8347309999831
169,-462.38000000000216,14.171619,-476.5516190000022,141716.19,-1388.3863499999852
170,-1023.0300000000004,10.746716,-1033.7767160000005,107467.16000000002,-2422.1630659999855
171,172.50000000000415,11.965029000000001,160.53497100000413,119650.29,-2261.6280949999814
172,379.8399999999983,15.242672000000002,364.5973279999983,152426.71999999997,-1897.0307669999831
173,195.79999999999916,14.490739000000003,181.30926099999917,144907.39,-1715.721505999984
174,-627.3500000000001,11.076473000000002,-638.4264730000001,110764.73,-2354.147978999984
175,-705.0799999999964,13.433276000000001,-718.5132759999964,134332.75999999998,-3072.6612549999804
176,29.70999999999833,15.364057,14.34594299999833,153640.56999999998,-3058.315311999982
177,-624.1399999999999,14.382464000000002,-638.5224639999999,143824.63999999998,-3696.837775999982
178,-1477.500000000001,12.381231,-1489.881231000001,123812.31,-5186.719006999983
179,595.7500000000011,12.337351000000002,583.4126490000011,123373.50999999998,-4603.3063579999825
180,-465.9599999999985,12.063674000000004,-478.0236739999985,120636.74,-5081.330031999981
181,174.23000000000155,12.144772000000001,162.08522800000156,121447.72,-4919.244803999979
182,-899.6300000000015,13.512445999999999,-913.1424460000014,135124.46,-5832.387249999981
183,-263.54000000000235,14.747556999999999,-278.2875570000023,147475.57,-6110.674806999983
184,-1759.9699999999973,14.531407000000002,-1774.5014069999972,145314.06999999998,-7885.17621399998
185,-33.90999999999997,13.465580000000001,-47.37557999999997,134655.8,-7932.55179399998
186,635.2599999999995,13.974088000000002,621.2859119999995,139740.88,-7311.265881999981
187,-620.3799999999987,12.576801000000001,-632.9568009999988,125768.01000000001,-7944.222682999979
188,-97.08000000000226,13.289764000000003,-110.36976400000226,132897.64,-8054.592446999981
189,267.6600000000042,14.486958000000003,253.17304200000416,144869.58,-7801.419404999977
190,15.329999999999757,15.046054000000002,0.2839459999997551,150460.54,-7801.135458999977
191,-363.1100000000009,13.549366999999998,-376.65936700000094,135493.66999999998,-8177.7948259999785
192,1011.8099999999994,11.462707000000002,1000.3472929999994,114627.06999999999,-7177.447532999979
193,-1027.4299999999998,12.725903,-1040.1559029999999,127259.03,-8217.60343599998
194,1647.150000000001,12.211787,1634.938213000001,122117.87000000001,-6582.665222999978
195,550.7699999999952,13.362468,537.4075319999952,133624.68,-6045.2576909999825
196,1201.4199999999978,15.366197,1186.0538029999977,153661.96999999997,-4859.2038879999845
197,694.5099999999998,15.395491000000002,679.1145089999998,153954.91,-4180.089378999985
198,-513.5400000000005,14.2936,-527.8336000000005,142936.0,-4707.922978999985
199,1315.029999999997,11.930271000000001,1303.099728999997,119302.71,-3404.8232499999885
200,-524.6599999999999,15.509613,-540.1696129999998,155096.12999999998,-3944.9928629999886
201,-492.8399999999998,15.467503,-508.3075029999998,154675.03,-4453.300365999989
202,-533.9200000000031,15.825355,-549.7453550000031,158253.55,-5003.045720999991
203,-1351.7699999999986,16.771528,-1368.5415279999986,167715.28,-6371.58724899999
204,-148.59000000000202,14.586252,-163.17625200000202,145862.52,-6534.763500999992
205,-1031.1799999999996,13.850834,-1045.0308339999997,138508.34,-7579.794334999991
206,-475.1400000000003,14.624032000000001,-489.7640320000003,146240.31999999998,-8069.558366999991
207,821.8399999999992,15.862243000000001,805.9777569999992,158622.43000000002,-7263.580609999992
208,-45.12000000000191,14.892808,-60.01280800000191,148928.08000000002,-7323.593417999994
209,-672.649999999999,10.54837,-683.1983699999989,105483.7,-8006.791787999993
210,-3.000000000000796,15.545981000000001,-18.545981000000797,155459.81,-8025.337768999994
211,-1206.0700000000047,14.059698000000001,-1220.1296980000047,140596.97999999998,-9245.467466999999
212,-306.27999999999963,12.706584000000001,-318.98658399999965,127065.84,-9564.454050999999
213,-145.31999999999914,13.076576,-158.39657599999913,130765.76000000001,-9722.850626999998
214,-976.749999999998,14.168119,-990.918118999998,141681.19,-10713.768745999996
215,-759.8399999999992,12.53933,-772.3793299999992,125393.3,-11486.148075999996
216,186.63999999999842,10.188453999999998,176.45154599999842,101884.54000000001,-11309.696529999997
217,323.6200000000009,14.742600000000001,308.87740000000093,147426.0,-11000.819129999996
218,-191.68000000000313,12.596288,-204.27628800000312,125962.88,-11205.095417999999
219,535.4400000000028,10.117681,525.3223190000028,101176.81,-10679.773098999996
220,755.2099999999987,14.083758000000001,741.1262419999987,140837.58000000002,-9938.646856999998
221,-608.7000000000016,12.292162000000001,-620.9921620000016,122921.62,-10559.639019
222,261.2399999999998,11.734778000000002,249.50522199999978,117347.78,-10310.133797
223,647.7600000000039,14.064253,633.6957470000038,140642.52999999997,-9676.438049999997
224,-605.8900000000023,14.072324,-619.9623240000022,140723.24000000002,-10296.400373999999
225,150.04999999999865,11.719019,138.33098099999864,117190.19,-10158.069393
226,-127.87999999999623,13.101521,-140.98152099999623,131015.21,-10299.050913999996
227,689.6999999999969,12.525394,677.1746059999969,125253.94,-9621.876307999999
228,303.9000000000002,12.654925000000002,291.2450750000002,126549.24999999999,-9330.631232999998
229,-562.9999999999978,12.828156000000002,-575.8281559999979,128281.56,-9906.459388999996
230,-355.1599999999969,13.997581,-369.1575809999969,139975.81,-10275.616969999994
231,-530.5700000000027,13.556609,-544.1266090000026,135566.09,-10819.743578999996
232,-1116.660000000004,13.687601,-1130.347601000004,136876.01,-11950.09118
233,-108.79999999999714,16.585626000000005,-125.38562599999715,165856.25999999998,-12075.476805999997
234,-956.4900000000032,16.361363,-972.8513630000032,163613.63,-13048.328169
235,-564.2499999999977,14.096564,-578.3465639999977,140965.63999999998,-13626.674732999998
236,-79.35999999999842,12.328101,-91.68810099999843,123281.01000000001,-13718.362833999996
237,-237.75999999999965,10.630383,-248.39038299999964,106303.83,-13966.753216999996
238,1175.179999999998,10.24772,1164.932279999998,102477.2,-12801.820936999999
239,571.2700000000003,12.561772,558.7082280000003,125617.72,-12243.112708999999
240,-1147.1100000000001,14.019777000000001,-1161.129777,140197.77000000002,-13404.242486
241,1141.1200000000017,14.222907000000003,1126.8970930000016,142229.07,-12277.345392999998
242,625.8399999999988,14.951707000000003,610.8882929999987,149517.06999999998,-11666.4571
243,-404.48999999999825,13.186636,-417.67663599999827,131866.36000000002,-12084.133735999998
244,-1442.7900000000004,15.897323,-1458.6873230000003,158973.22999999998,-13542.821058999998
245,521.4500000000029,14.639850000000001,506.81015000000286,146398.5,-13036.010908999995
246,1055.869999999998,14.177327000000004,1041.692672999998,141773.27,-11994.318235999997
247,551.2400000000016,14.088108000000004,537.1518920000016,140881.08000000002,-11457.166343999996
248,70.83999999999793,14.642864,56.197135999997926,146428.63999999998,-11400.969207999999
249,-54.179999999996824,16.079606,-70.25960599999682,160796.06000000003,-11471.228813999995
250,878.9399999999957,14.968414000000001,863.9715859999957,149684.13999999996,-10607.257227999999
251,-1624.5499999999977,15.74752,-1640.2975199999976,157475.2,-12247.554747999997
252,-40.800000000004275,10.587855000000001,-51.38785500000428,105878.55,-12298.942603000001
253,-555.4799999999948,12.198449000000002,-567.6784489999948,121984.49,-12866.621051999997
254,926.229999999996,12.038419999999999,914.1915799999961,120384.2,-11952.429472
255,362.9400000000002,13.670182,349.2698180000002,136701.82000000004,-11603.159654
256,-1040.7599999999998,15.204553000000004,-1055.9645529999998,152045.52999999997,-12659.124206999999
257,-56.52000000000291,12.852000999999998,-69.37200100000291,128520.01,-12728.496208000002
258,388.00999999999806,13.368460999999998,374.64153899999803,133684.61000000002,-12353.854669000004
259,448.20000000000255,11.543343000000002,436.65665700000255,115433.43,-11917.198012
260,-57.479999999999166,13.903113999999999,-71.38311399999917,139031.14,-11988.581126
261,153.48999999999853,14.309035,139.18096499999854,143090.34999999998,-11849.400161000001
262,2484.9899999999984,13.122166,2471.8678339999983,131221.66,-9377.532327000003
263,-781.3499999999999,12.806569,-794.1565689999999,128065.69000000002,-10171.688896000003
264,-569.0499999999968,12.550958,-581.6009579999968,125509.58000000002,-10753.289854
265,-1339.6600000000008,15.503160000000001,-1355.1631600000007,155031.60000000003,-12108.453014
266,-687.2000000000024,14.013414000000001,-701.2134140000024,140134.14,-12809.666428000002
267,500.380000000005,13.196335,487.183665000005,131963.35,-12322.482762999996
268,206.64999999999793,11.547595999999999,195.10240399999793,115475.95999999999,-12127.380358999999
269,348.97000000000276,12.818247000000003,336.15175300000277,128182.46999999999,-11791.228605999997
270,387.99000000000154,14.229242,373.76075800000154,142292.42,-11417.467847999995
271,440.9899999999998,14.383087000000002,426.6069129999998,143830.87,-10990.860934999995
272,-484.0200000000006,15.849853,-499.8698530000006,158498.53,-11490.730787999995
273,217.99999999999798,11.313084000000003,206.68691599999798,113130.84000000003,-11284.043871999997
274,-57.840000000003194,12.449319000000001,-70.28931900000319,124493.18999999999,-11354.333191
275,2146.390000000005,11.776058,2134.613942000005,117760.57999999999,-9219.719248999994
276,-1180.0000000000032,12.722588000000002,-1192.7225880000033,127225.88,-10412.441836999998
277,1806.4100000000005,14.151150000000001,1792.2588500000006,141511.50000000003,-8620.182986999998
278,1097.1799999999985,15.023948000000003,1082.1560519999985,150239.48,-7538.026935
279,-2803.7999999999975,14.9865,-2818.7864999999974,149865.0,-10356.813434999996
280,-12.440000000004659,12.325725,-24.765725000004657,123257.25,-10381.579160000001
281,158.28000000000378,17.058832999999996,141.2211670000038,170588.33000000002,-10240.357992999998
282,-290.61000000000126,18.237484000000002,-308.84748400000126,182374.84000000005,-10549.205477
283,779.2199999999991,19.813834,759.4061659999991,198138.34,-9789.799311
284,-90.82000000000085,18.449022,-109.26902200000085,184490.21999999997,-9899.068333000001
285,408.13000000000045,19.075252,389.0547480000005,190752.52000000002,-9510.013585
286,-67.96999999999761,15.528748000000002,-83.49874799999762,155287.48,-9593.512332999999
287,-795.9799999999979,17.528681,-813.5086809999979,175286.81,-10407.021013999996
288,1152.2500000000018,18.359111,1133.8908890000018,183591.11,-9273.130124999994
289,-197.59999999999962,18.843171000000005,-216.44317099999964,188431.71,-9489.573295999993
290,384.06999999999994,17.077598,366.9924019999999,170775.97999999998,-9122.580893999993
291,-350.19999999999817,18.428964999999998,-368.6289649999982,184289.65,-9491.209858999991
292,-1559.749999999998,14.884640000000001,-1574.634639999998,148846.4,-11065.84449899999
293,216.54999999999563,11.04944,205.50055999999563,110494.4,-10860.343938999995
294,528.949999999995,18.055349000000003,510.89465099999506,180553.49000000002,-10349.449288
295,-222.15999999999366,17.444191,-239.60419099999365,174441.90999999997,-10589.053478999993
296,198.68000000000166,15.954886,182.72511400000167,159548.86,-10406.32836499999
297,-233.0200000000038,15.915672000000004,-248.9356720000038,159156.72,-10655.264036999994
298,47.34000000000049,17.879892,29.460108000000485,178798.92,-10625.803928999992
299,209.29000000000087,16.442107000000004,192.84789300000088,164421.07,-10432.956035999992
300,2114.9999999999973,14.513342,2100.486657999997,145133.42,-8332.469377999994
301,684.9100000000029,17.701306,667.2086940000029,177013.06,-7665.260683999992
302,-371.8100000000003,16.248795,-388.05879500000026,162487.95,-8053.319478999992
303,657.1000000000024,17.781184999999997,639.3188150000024,177811.85000000003,-7414.000663999989
304,1273.5900000000001,15.254093,1258.3359070000001,152540.92999999996,-6155.66475699999
305,132.9499999999989,15.671192000000001,117.2788079999989,156711.91999999998,-6038.38594899999
306,160.2899999999961,15.209256,145.0807439999961,152092.56,-5893.305204999994
307,-474.75999999999675,15.487426,-490.2474259999967,154874.25999999998,-6383.552630999991
308,-334.08999999999605,14.843478999999999,-348.93347899999605,148434.79,-6732.486109999987
309,182.81999999999553,17.891265,164.92873499999553,178912.65000000002,-6567.557374999991
310,-149.17999999999984,12.612555,-161.79255499999982,126125.54999999999,-6729.349929999991
311,-717.8999999999971,12.947104,-730.8471039999971,129471.04,-7460.197033999988
312,-291.46000000000055,13.015032000000001,-304.47503200000057,130150.32,-7764.672065999988
313,-148.81000000000222,13.639393000000002,-162.44939300000223,136393.92999999996,-7927.121458999991
314,-534.0599999999998,14.486671,-548.5466709999998,144866.71000000002,-8475.668129999991
315,-694.0200000000015,11.983611000000002,-706.0036110000015,119836.11,-9181.671740999993
316,351.6900000000004,13.481823000000002,338.2081770000004,134818.22999999998,-8843.463563999992
317,639.2500000000016,15.768529000000001,623.4814710000016,157685.29,-8219.982092999991
318,-89.28000000000199,16.914683999999998,-106.19468400000198,169146.84000000003,-8326.176776999993
319,701.8800000000027,14.857307000000004,687.0226930000027,148573.07,-7639.154083999991
320,-959.4700000000007,16.298057000000004,-975.7680570000007,162980.57,-8614.922140999992
321,-180.28999999999513,13.884018000000001,-194.17401799999513,138840.18000000002,-8809.096158999986
322,-348.1600000000017,17.721940000000004,-365.8819400000017,177219.40000000002,-9174.978098999987
323,-919.0099999999995,16.212174,-935.2221739999995,162121.74,-10110.200272999988
324,448.8899999999978,14.432411,434.4575889999978,144324.11000000002,-9675.74268399999
325,-634.6200000000014,15.657038,-650.2770380000013,156570.38,-10326.019721999992
326,741.7900000000012,13.595058000000002,728.1949420000012,135950.58000000002,-9597.82477999999
327,-71.8599999999991,16.487836,-88.3478359999991,164878.36000000002,-9686.172615999989
328,532.78,14.809571,517.970429,148095.70999999996,-9168.202186999988
329,-8.509999999999081,17.476285,-25.986284999999082,174762.84999999998,-9194.188471999987
330,-301.8700000000015,13.900199999999998,-315.77020000000147,139002.00000000003,-9509.958671999988
331,832.5600000000011,15.855155,816.7048450000011,158551.55,-8693.253826999986
332,-60.38000000000348,14.51579,-74.89579000000347,145157.9,-8768.14961699999
333,-159.61000000000035,14.670706000000001,-174.28070600000035,146707.06,-8942.43032299999
334,-108.60000000000241,15.227773000000003,-123.82777300000241,152277.73,-9066.258095999992
335,-1004.7399999999982,15.176251,-1019.9162509999982,151762.50999999998,-10086.174346999991
336,843.3100000000034,12.206903,831.1030970000033,122069.03000000001,-9255.071249999988
337,-318.32999999999925,15.240043999999997,-333.57004399999926,152400.44000000003,-9588.641293999988
338,-2.620000000001113,15.14907,-17.769070000001115,151490.7,-9606.410363999988
339,-937.2599999999996,15.848310999999999,-953.1083109999996,158483.11000000002,-10559.518674999988
340,61.640000000000796,13.949353000000002,47.690647000000794,139493.53,-10511.828027999987
341,486.7600000000012,14.319295999999998,472.4407040000012,143192.96,-10039.387323999987
342,1395.239999999998,13.029204,1382.210795999998,130292.03999999998,-8657.176527999989
343,289.34000000000185,13.724925,275.61507500000187,137249.25,-8381.561452999988
344,-900.1500000000009,11.500199,-911.6501990000008,115001.99,-9293.211651999989
345,-322.8100000000014,13.499754,-336.3097540000014,134997.53999999998,-9629.52140599999
346,821.1600000000021,13.025692000000003,808.1343080000021,130256.91999999998,-8821.387097999988
347,-1287.9499999999994,13.789508000000001,-1301.7395079999994,137895.08000000002,-10123.126605999987
348,1013.1899999999981,10.286843000000001,1002.9031569999981,102868.43,-9120.223448999988
349,338.43000000000086,14.186111,324.2438890000009,141861.11,-8795.979559999987
350,396.7599999999977,14.56099,382.1990099999977,145609.90000000002,-8413.780549999989
351,1654.9200000000008,11.971658,1642.9483420000008,119716.58000000002,-6770.832207999988
352,446.64000000000317,14.502472000000001,432.13752800000316,145024.72,-6338.694679999985
353,-429.040000000001,13.392354000000003,-442.432354000001,133923.54000000004,-6781.127033999986
354,-460.59000000000344,13.497827000000001,-474.0878270000035,134978.27000000002,-7255.2148609999895
355,1920.3200000000006,14.752421,1905.5675790000007,147524.21000000002,-5349.647281999989
356,1021.6099999999985,18.874850000000002,1002.7351499999985,188748.5,-4346.91213199999
357,1683.4299999999998,16.276453999999998,1667.1535459999998,162764.54,-2679.758585999991
358,1501.009999999999,16.904957,1484.1050429999991,169049.57,-1195.6535429999917
359,-431.4400000000013,15.742395,-447.1823950000013,157423.95,-1642.835937999993
360,103.87999999999943,16.916619,86.96338099999943,169166.19,-1555.8725569999935
361,1397.9700000000028,12.000109,1385.9698910000027,120001.09000000001,-169.90266599999086
362,-217.3700000000017,13.254962,-230.62496200000172,132549.62,-400.52762799999255
363,-318.7300000000025,13.277715,-332.0077150000025,132777.15,-732.535342999995
364,559.0200000000013,13.475741000000001,545.5442590000014,134757.41,-186.99108399999363
365,-282.07999999999686,16.265574,-298.3455739999969,162655.74000000002,-485.3366579999905
366,824.3699999999965,12.393890000000003,811.9761099999964,123938.9,326.6394520000059
367,1034.0200000000002,16.117235,1017.9027650000002,161172.34999999998,1344.542217000006
