Ticker,Day,Ticker Index,Price,Log Return,Rolling Mean Return,Rolling Volatility,Rolling Sharpe,Rolling Skewness,Rolling Excess Kurtosis,Rolling Beta,Market Correlation,Momentum,Relative Strength,Cumulative Log Return,Drawdown,Strongest Correlated Ticker,Strongest Correlation,Weakest Correlated Ticker,Weakest Correlation,Market Mean Return,Market Median Return,Market Volatility,Market Skewness,Market Excess Kurtosis,Market Breadth,Market IQR,Market Tail Spread,Market Mean Absolute Return,Average Pairwise Correlation,PC1 Explained Variance,Effective Dimension
ALGO,60,0,98.06,0.005829727581907029,-0.0003265108294167411,0.00890305336411524,-0.03667402811857556,-0.09624615592058025,0.828432636341371,1.015521076880619,0.9990327638101912,-0.019590649765004464,0.008537041818200593,-0.01959064976500415,-0.055298651252408404,ILVX,0.6756669929170442,FARS,0.0394823073600992,0.006362577793149901,0.007643001583906184,0.016993201137226084,-0.4470511444022015,1.2306641135759282,0.7058823529411765,0.01936653570992486,0.050792129708474576,0.014303678772866235,0.16284881923788846,0.19866435305886312,15.524388025363294
ALGO,61,0,98.87,0.008226319685954664,6.418059545718613e-05,0.00875167554754773,0.007333520890770443,-0.13726890015475485,0.9844727314315294,1.0135372675116774,0.9989676171128976,0.0038508357274311678,0.008025758995726454,-0.011364330079049759,-0.04749518304431588,IHOZ,0.6665582487647587,FARS,0.004052523948165764,0.008559294994385635,0.006823054188504152,0.0188277611997557,0.40508770946779404,-0.39415604537644855,0.6666666666666666,0.024864044688299503,0.062379457654978765,0.015718180199676877,0.15895605174071287,0.19448229251593435,15.890274313834995
ALGO,62,0,97.69,-0.01200665624419095,-2.386798007478023e-05,0.008847178740330097,-0.002697806925271829,-0.13859701760724868,0.8604029432819496,1.0134123197549176,0.9989919504907783,-0.0014320788044868138,0.007688688186453961,-0.023370986323240202,-0.05886319845857413,ILVX,0.6706497573993537,FARS,-0.011441317954040154,-0.011893380216273416,-0.011416833919905223,0.021241729703923087,-0.6926866125372403,2.1788576533328925,0.23529411764705882,0.020037149500961693,0.0638595868362557,0.017930506610694674,0.16159031745101762,0.19762253216470874,15.583228136225875
ALGO,63,0,96.51,-0.012152569745806474,-0.00025874849270595134,0.008980222337522598,-0.028813149940041808,-0.09471771561485856,0.6747064734789512,1.009669683650162,0.9990162419820104,-0.015524909562357081,0.007770633718769487,-0.03552355606904663,-0.07023121387283227,ILVX,0.6714880469251401,FARS,-0.014808170439601993,-0.012364180875368638,-0.008975072994736877,0.02583356312954278,-0.355744629591267,-0.7926689409807706,0.37254901960784315,0.042838290369706655,0.07965874677710105,0.02233813806654005,0.163564517279171,0.1991702419949884,15.295950751624899
ALGO,64,0,97.38,0.008974220835510138,-0.00029685448817085757,0.0089352518932449,-0.033222844942433154,-0.10114370813134362,0.7200582960553454,1.0105424373237952,0.9990098583409392,-0.017811269290251452,0.008104249124982477,-0.026549335233536524,-0.06184971098265901,ILVX,0.6638007886094516,FARS,-0.028128417811309803,0.008596315517029619,0.009367042352369293,0.019384888015200646,-0.2934270865127838,-0.42633339943384385,0.6274509803921569,0.028192619466746782,0.060224105238958936,0.017195271897145568,0.16170447782434505,0.1970213076660428,15.472550717740907
ALGO,65,0,98.17,0.008079818949875417,-8.129271273656553e-05,0.00897935386291297,-0.009053292027205348,-0.15765121937943558,0.6697529409778973,1.0099320578279587,0.9990158953893931,-0.004877562764193932,0.00836386604148339,-0.018469516283661322,-0.05423892100192673,ILVX,0.6502567033422104,FARS,-0.030201593827223778,0.007614250781106092,0.0007916089865194209,0.025859920845257917,0.7728699246856974,-0.0538785915331057,0.5098039215686274,0.03235505203435185,0.0818812108607021,0.020639436958178926,0.1612024962819174,0.19620388976016695,15.53979560235814
ALGO,66,0,97.81,-0.0036738484020286677,-0.0003523810725351092,0.008834636751925373,-0.03988631139342692,-0.12319710686020359,0.8254741316103376,1.010685374276818,0.9989506549355774,-0.02114286435210655,0.00749543242412426,-0.022143364685689858,-0.057707129094412335,ILVX,0.6262834440983011,FARS,-0.0036324445151994338,-0.003209438828817293,0.0,0.02705042593590916,-2.2685372538058126,9.430673159382367,0.49019607843137253,0.023102971167519915,0.07117109738031657,0.01752761271870552,0.15671162316378198,0.19262889596201896,15.722622212955233
ALGO,67,0,98.92,0.011284621350814206,-0.00015762937365411864,0.00896144226829868,-0.01758973264959106,-0.14710271486343354,0.6686065576034399,1.0093156166249484,0.9989820314253645,-0.009457762419247118,0.007558906038748245,-0.010858743334875945,-0.04701348747591516,ILVX,0.631036876383536,FARS,-0.026438667260221392,0.010955415032482652,0.011776387323825244,0.019927777035695204,-0.35617156099329905,-0.2019374090865882,0.7450980392156863,0.023216192421453785,0.06561615914043739,0.01904314172320443,0.16127024190568523,0.19748785192347967,15.390928987483909
ALGO,68,0,98.37,-0.0055755631285494545,-9.124110378471902e-05,0.00890519353482375,-0.01024583052888416,-0.15636328070194563,0.7501127915731165,1.009772599965783,0.9989709018175741,-0.005474466227083141,0.007378340155054369,-0.016434306463424773,-0.05231213872832363,ILVX,0.6341849575847786,FARS,-0.02307601559270433,-0.005545850822887867,-0.003973515161860508,0.021386428041650137,-0.4288320515589505,1.029798251708721,0.43137254901960786,0.02703953183919472,0.06257213825172991,0.016564221058336707,0.15955324313610675,0.19629494022803187,15.412183310382318
ALGO,69,0,98.75,0.0038555242565649905,-3.7089502122814956e-05,0.008919375322355871,-0.004158307143982648,-0.172949877574336,0.7302800015777948,1.010815311011424,0.998927580676832,-0.0022253701273688975,0.007963776864270062,-0.012578782206860073,-0.048651252408477785,ILVX,0.6475164376324893,FARS,-0.02541762205265205,0.003010743626909536,0.0022509857563188795,0.02192743250033071,-0.04679446710920019,1.4540520992324701,0.5882352941176471,0.01826470362032051,0.07252799189574644,0.015421552743842987,0.15923598645490317,0.19598825308011472,15.414672441931941
