Ticker Index,Predictive Mean,Predictive Variance,Momentum Probability,Mean-Reversion Probability,Noise Probability,Posterior Entropy,Negative Log Likelihood,Information Gain,Signal
38,0.012228285943114073,0.0007645847999966824,0.6816876136159605,0.013794098839608544,0.30451828754443105,0.6823784449177761,-2.622692021146179,0.004857601075937246,15.993367829398561
50,0.004372101598032662,0.0003200277577074275,0.4400708741061944,0.007447441893976804,0.5524816839998288,0.7255170742359331,-2.3659305592397417,0.056429732981491176,13.661632445113339
22,0.005404565558161131,0.0004010049200884142,0.08201790093741124,0.6142158847301918,0.303766214332397,0.8664225596365407,-2.818303713375022,0.0008269600880306191,13.477554232924433
13,0.0037468379868342565,0.00032723664082158797,0.1518892361733564,0.1670977686488573,0.6810129951777862,0.8468457835868868,-2.6349036718658687,0.02579023111413503,11.449934143765589
6,0.005460394823922867,0.0004922996763327116,0.23125706179895356,0.2311981678209677,0.5375447703800788,1.0108748404639765,-2.3307612722075204,0.06958361941556426,11.09160758463014
46,0.0008766731297150892,8.016267504701762e-05,0.2570226532540384,0.09032147704793916,0.6526558696980224,0.8448475411895107,-3.491130998108146,0.017940726573448133,10.93617608445447
1,0.0033608640912827425,0.0003174820088851602,0.3924692929289272,0.014166068984450886,0.5933646380866219,0.7370833609906795,-1.1332118409175385,0.07050009749071703,10.585998567554851
3,0.002600212933073995,0.0002482201126090081,0.11831040719908249,0.41017481152781654,0.47151478127310104,0.972550214983231,-3.0914408274855485,0.0034911060092196813,10.47543209026661
15,0.006813739382353536,0.0006700171212692756,0.20321224611475805,0.16638012311026545,0.6304076307749765,0.9130819627129111,-2.481858111207929,0.004931746361725976,10.169500399401192
8,0.003789379792870221,0.00043169043369407114,0.21437242203929394,0.1577449402060102,0.6278826377546958,0.9136795988792354,-2.7838981374413123,0.002183009217069938,8.778002700786429
23,0.001539176382098595,0.00023073046368816348,0.19070961123104258,0.17676104621044594,0.6325293425585115,0.9120422408094375,-3.2163844263520014,0.00021937195307586942,6.670884968960235
7,0.0005084346379038584,0.00011542432670496348,0.18489404446487281,0.1588196814770075,0.6562862740581198,0.8807223338963395,-3.3194237869658942,0.013275396370084475,4.4049175110500745
10,0.0011663922576412619,0.00027445658053169977,0.20016584808410262,0.13722775618509195,0.6626063957308054,0.8672501120261922,-2.7270746015187837,0.15335289820874048,4.249824345190162
42,0.0005567656389259135,0.00013156604384675704,0.1552499881371798,0.21309013975817,0.6316598721046502,0.9088201305135182,-2.99769056618586,0.01821014721913912,4.231833858091926
36,0.0007231960403246004,0.00022500034603992455,0.2254530940727438,0.04727919916745944,0.7272677067597968,0.7117320080582781,-3.206928106714097,0.005813952699677771,3.2141996803697133
2,0.0005138656268815495,0.00018266883617366184,0.21481303011899772,0.02065288825729476,0.7645340816237074,0.6157795881773452,-3.2520018965037365,0.003996293545694918,2.8130995830784262
5,0.002177511283243531,0.0008357577246188579,0.2237812607281118,0.02422260845852088,0.7519961308133672,0.6394763222291205,-2.3147698292165506,0.01480270550414288,2.605433631183692
19,0.0019533042519534445,0.0007757322152747079,0.19933535867622829,0.08675339346125302,0.7139112478625187,0.7741518860060661,-2.3674034842560654,0.0074103327994577625,2.5180135792887324
30,0.0023489075490566733,0.0012072829009339254,0.16289104880386365,0.0730018569992819,0.7641070941968544,0.6922406728854921,-2.3440103776522405,0.00623929976712112,1.9456148573293088
18,0.001204080310747094,0.0006606039424551263,0.16727986243288395,0.17045019973975017,0.6622699378273658,0.8736001077995617,-2.4544660490369563,0.0007152186894474515,1.8226962229019474
39,0.002118515255571159,0.001305619718365699,0.368060539954486,0.12349196244443626,0.5084474976010777,0.970083107540411,-1.9081679538507816,0.05344465580856787,1.6226127912827455
44,0.00033313117289856685,0.0002951675331462429,0.1739948378822661,0.06840871920614516,0.7575964429115887,0.6980716903550507,-2.5862053793916915,0.019547636733110923,1.1286172613487087
28,9.388664625417387e-05,0.0003881804950869011,0.1594139888034059,0.038764515961446436,0.8018214952351477,0.5958161538580777,-2.9358367701036197,9.238948416424343e-06,0.2418633791302566
0,0.0,,,,,,,,0.0
27,-0.00015503626525419068,0.00033567199326141534,0.20897004868415528,0.08928655097016969,0.701743400345675,0.79141254781421,-2.7439148510640665,0.0034922917970801257,-0.4618683368482613
29,-0.0004475980906795188,0.0005900956317380833,0.21195333011531978,0.03187397432484975,0.7561726955598305,0.6499980157744859,-2.5130835974577495,0.0032431685072249923,-0.7585178852470938
21,-0.0017660502463159788,0.002269826105227324,0.19106187966836977,0.04751856599859591,0.7614195543330344,0.6685500019206859,1.1607186821239037,0.00012185312564531436,-0.7780553066372933
47,-0.0004304336787977832,0.0004785943808382031,0.21135528763319744,0.083011995577477,0.7056327167893256,0.781115470318966,-2.8527646815106755,0.00022894905010274443,-0.8993705234146879
48,-0.00026389813112166044,0.000275570455580137,0.29196580677883455,0.12553655606962993,0.5824976371515355,0.9347520395963287,-2.8257371664784157,0.01561196698712286,-0.9576430483670548
11,-0.00023209631294810276,0.00023526881128000738,0.20261067115286432,0.036276048866468846,0.7611132799806668,0.651538147306705,-2.7922975553663627,0.011869712135827312,-0.9865154317963173
17,-0.0004937326067560038,0.0004828754317839114,0.12423114363827623,0.3759786870210419,0.49979016934068177,0.9735267528877869,-2.706759546446848,8.304587840913454e-05,-1.0224844219801827
31,-0.0002849919626169753,0.0001931041940202454,0.2778625449733271,0.01988208556182221,0.7022553694648507,0.68195339600046,-3.226643879217717,0.005964393816722216,-1.4758455354268287
12,-0.00039005318353357876,0.00023599874677444202,0.24380263100488578,0.02488754954511019,0.731309819450004,0.6648615556053826,-2.5003413281082554,0.017055478170703037,-1.6527765035395534
49,-0.0012587879743391312,0.0005225441298695496,0.17409162896230412,0.0749525537321244,0.7509558173055715,0.7136170448530268,-2.671901761055881,0.0020115154525431477,-2.408960128694549
33,-0.000629927605238997,0.00025846305023544895,0.15987683641718484,0.10692403397745383,0.7331991296053614,0.7596932481305941,-2.1330615302210822,0.0007601827565940373,-2.4372056457012308
9,-0.0007060257683605674,0.00025085482233084633,0.1685415597102695,0.14814883163823814,0.6833096086514925,0.843205572915064,-2.784849703574751,0.006674245605929885,-2.8144795535539164
37,-0.002724919271072451,0.000932023372977498,0.2915515568678875,0.08666241596377511,0.6217860271683374,0.866749182519374,-2.169275757189723,0.008159965397255067,-2.9236598030447025
35,-0.002189000222347787,0.0005586670303168402,0.11136283209941715,0.07767313049160081,0.8109640374089822,0.6128336608723751,-2.700412499886712,0.002831152376344742,-3.918255604069433
34,-0.002807578163533897,0.0005473414977958788,0.10453773992897065,0.47604622900519045,0.4194160310658391,0.9538357774286692,-2.776989699964517,8.788233002838446e-05,-5.129481639597759
45,-0.0014355868144063045,0.00025964997634412163,0.1801314347092542,0.08271813762570482,0.7371504276650409,0.7397212146220593,-3.155175973627693,0.00092857256110691,-5.528931042549681
40,-0.0066015743590176566,0.001186274744781688,0.5311101799973472,0.02026532331966652,0.4486244966829862,0.7746938194192909,-2.405014344742315,0.0015570724912650942,-5.5649624069444
16,-0.002419430350273355,0.0004018346717662896,0.17699300513239685,0.1706588798381423,0.6523481150294609,0.8868971509382275,-2.8607412416589666,0.012211781178388732,-6.0209596639299345
41,-0.0008222118726291265,0.00013465052086491535,0.2268196973828179,0.13876456377001012,0.634415738847172,0.8992578230221895,-3.421757383481852,0.002385171315056637,-6.106265815740804
25,-0.003467175297464201,0.0004907048882905817,0.2937223465633657,0.0484492647754761,0.6578283886611582,0.7820185769082455,-2.68409909995112,0.00952958319864422,-7.065703603529291
24,-0.0035408328364603067,0.0004602324714845973,0.1379337239993093,0.15156484879948515,0.7105014272012055,0.8020461899888238,-2.4491371845698957,0.02357711277359935,-7.693574564694331
14,-0.0025253085954278203,0.00032136639058705154,0.4282439106405944,0.14023990151308502,0.43151618784632056,1.0013327979894213,0.28081780799934897,0.12550486628542556,-7.858035779083022
4,-0.0012059725505523167,0.00013320925864778878,0.33553878041352336,0.046982934189414204,0.6174782853970624,0.8077800495387455,-3.262547341533212,0.005085102537575166,-9.053218693611695
20,-0.004030964049803899,0.00037946743666659126,0.09209301364142806,0.736815799224411,0.171091187134161,0.7467456510798396,-1.9467270455099468,0.06804416957172496,-10.622687641431524
32,-0.005583642284790265,0.0004986640160488306,0.6671036247340109,0.05036750167726172,0.28252887358872747,0.7776781425834958,-2.794442394652628,0.001176722275439265,-11.197203136958452
26,-0.0069552641043417185,0.0003805132169034659,0.6765641044317842,0.033079244203175207,0.2903566513650407,0.7361829306747034,-2.9725717977470243,0.002895340155581287,-18.27863999296043
43,-0.0023729173030822845,9.24317049361693e-05,0.3929635588014376,0.026607060839776913,0.5804293803587856,0.7792817691029521,-3.0535363621867324,0.050081884628125656,-25.672114397553887
